ticket_id,category,resolution_time_hours
1810,Bug Report,146.42848427762394
1811,Performance Issue,118.82173206439913
1812,Performance Issue,153.14939726502888
1813,Login Issue,133.4348480438797
1814,Data Sync Issue,201.84842579843064
1815,Data Sync Issue,127.51347015887444
1816,Bug Report,
1817,Login Issue,127.33785018193703
1818,Performance Issue,152.5978817421833
1819,Data Sync Issue,
1820,Login Issue,122.43550147223294
1821,Account Suspension,
1822,Data Sync Issue,80.22594494694312
1823,Feature Request,35.84368369201839
1824,Account Suspension,
1825,Subscription Cancellation,45.36820587652289
1826,Data Sync Issue,
1827,Performance Issue,76.89556406584816
1828,Payment Problem,173.69546261666648
1829,Account Suspension,102.30301930247833
1830,Subscription Cancellation,
1831,Bug Report,79.59056254536789
1832,Bug Report,136.7396497334281
1833,Performance Issue,69.87917680441456
1834,Data Sync Issue,248.7089476664033
1835,Login Issue,48.74409485822923
1836,Data Sync Issue,138.58924261362165
1837,Performance Issue,158.02661285592592
1838,Bug Report,144.8279458470899
1839,Data Sync Issue,108.8827404673375
1840,Bug Report,112.21075801599443
1841,Account Suspension,9999.0
1842,Subscription Cancellation,111.17987990229068
1843,Login Issue,177.8327470076946
1844,Account Suspension,252.63138009548106
1845,Bug Report,86.55049289952998
1846,Bug Report,37.81182122525533
1847,Payment Problem,
1848,Payment Problem,274.78256025925907
1849,Account Suspension,71.77952592181614
1850,Feature Request,218.34700832664404
1851,Account Suspension,220.66204884458642
1852,Payment Problem,999999.0
1853,Bug Report,154.13898475111654
1854,Performance Issue,217.70379738771229
1855,Account Suspension,97.25233554075078
1856,Bug Report,
1857,Performance Issue,85.09914516308137
1858,Performance Issue,59.114596158427986
1859,Payment Problem,
1860,Account Suspension,46.563583994264604
1861,Data Sync Issue,122.04500809555357
1862,Login Issue,73.8016061364815
1863,Payment Problem,134.02715470744485
1864,Payment Problem,26.64626122778236
1865,Data Sync Issue,139.85281393286743
1866,Login Issue,170.01173769653548
1867,Bug Report,5.0
1868,Feature Request,
1869,Account Suspension,-50.0
1870,Feature Request,47.42153887852767
1871,Bug Report,220.3543432102622
1872,Subscription Cancellation,145.14114056196271
1873,Payment Problem,77.69928865449546
1874,Login Issue,116.65385534053765
1875,Payment Problem,153.49961475130334
1876,Performance Issue,124.56032348474469
1877,Payment Problem,152.32535954678215
1878,Payment Problem,-50.0
1879,Bug Report,130.16164944216467
1880,Bug Report,35.17713018570119
1881,Bug Report,113.32643631907798
1882,Feature Request,65.7655415121126
1883,Performance Issue,9999.0
1884,Subscription Cancellation,194.16559051262624
1885,Subscription Cancellation,185.47860723565614
1886,Bug Report,999999.0
1887,Login Issue,54.461234119645255
1888,Feature Request,101.01549301831189
1889,Data Sync Issue,192.785861998751
1890,Login Issue,128.5030148183943
1891,Account Suspension,259.1597723989016
1892,Account Suspension,
1893,Login Issue,
1894,Bug Report,101.45301214784992
1895,Data Sync Issue,128.01245428693693
1896,Data Sync Issue,110.85180981716736
1897,Feature Request,
1898,Data Sync Issue,177.40213900767503
1899,Account Suspension,72.84063236952304
1900,Performance Issue,
1901,Bug Report,9.827677613802209
1902,Data Sync Issue,150.47947961475262
1903,Feature Request,53.79800362956759
1904,Account Suspension,5000.0
1905,Performance Issue,143.31471627185783
1906,Payment Problem,269.57997104596745
1907,Payment Problem,
1908,Performance Issue,170.3094464670985
1909,Account Suspension,124.9097615128539
1910,Feature Request,-50.0
1911,Performance Issue,175.1445889792661
1912,Bug Report,102.58352734868092
1913,Bug Report,136.04353884431418
1914,Payment Problem,139.3018683717608
1915,Data Sync Issue,79.91457278141708
1916,Feature Request,179.52254097219136
1917,Payment Problem,109.50241459827548
1918,Data Sync Issue,
1919,Data Sync Issue,152.19059061422422
1920,Subscription Cancellation,66.09192109253777
1921,Bug Report,121.6908694421477
1922,Account Suspension,119.45286020134779
1923,Login Issue,
1924,Account Suspension,148.48189397279717
1925,Login Issue,9999.0
1926,Performance Issue,169.06597795201722
1927,Bug Report,203.4124529410388
1928,Data Sync Issue,153.46861838111172
1929,Feature Request,
1930,Login Issue,41.28982605899043
1931,Account Suspension,56.093180215477645
1932,Data Sync Issue,101.68651773871994
1933,Login Issue,83.42926787044301
1934,Login Issue,
1935,Subscription Cancellation,123.39899549382643
1936,Login Issue,151.78156526140384
1937,Feature Request,115.77007331645453
1938,Bug Report,149.1900986295721
1939,Feature Request,123.86846488860722
1940,Payment Problem,5.0
1941,Data Sync Issue,
1942,Bug Report,111.35474665670307
1943,Subscription Cancellation,47.41831542953355
1944,Bug Report,155.99572379977226
1945,Bug Report,211.84504994062183
1946,Account Suspension,193.125711101839
1947,Bug Report,
1948,Subscription Cancellation,209.4435682109971
1949,Feature Request,128.9200474321267
1950,Bug Report,99.77484173291764
1951,Performance Issue,83.19584018754361
1952,Data Sync Issue,101.8518188107123
1953,Bug Report,96.70939088752627
1954,Data Sync Issue,
1955,Performance Issue,129.63443886299189
1956,Performance Issue,120.18276120920487
1957,Data Sync Issue,146.216290184781
1958,Login Issue,191.43877648718046
1959,Payment Problem,-50.0
1960,Account Suspension,30.90612189300579
1961,Login Issue,5.0
1962,Login Issue,176.05919467435643
1963,Feature Request,37.98727809507473
1964,Account Suspension,106.51407588643899
1965,Account Suspension,49.79321843643842
1966,Login Issue,11.881173745198822
1967,Bug Report,152.48776369228727
1968,Feature Request,165.54930961815882
1969,Feature Request,85.40937595639684
1970,Performance Issue,5.0
1971,Subscription Cancellation,87.22533310485103
1972,Account Suspension,143.50824032415278
1973,Login Issue,31.26530587355228
1974,Performance Issue,
1975,Data Sync Issue,119.08140904962026
1976,Payment Problem,
1977,Subscription Cancellation,127.1748221048492
1978,Subscription Cancellation,61.61586354710667
1979,Subscription Cancellation,191.7942900998695
1980,Feature Request,110.4882256183818
1981,Data Sync Issue,118.36172762940409
1982,Subscription Cancellation,64.00392245560823
1983,Data Sync Issue,93.40306492850938
1984,Bug Report,66.91183715838594
1985,Subscription Cancellation,
1986,Payment Problem,222.7025088085406
1987,Data Sync Issue,37.68593142411862
1988,Data Sync Issue,23.18631612739553
1989,Payment Problem,208.2702196496165
1990,Subscription Cancellation,107.44057937088803
1991,Payment Problem,
1992,Data Sync Issue,182.3942812437646
1993,Payment Problem,83.66306761578815
1994,Data Sync Issue,229.56058281281616
1995,Data Sync Issue,
1996,Bug Report,90.72531551125783
1997,Login Issue,-50.0
1998,Data Sync Issue,83.6571046197997
1999,Subscription Cancellation,164.52572232055843
2000,Performance Issue,137.95755482438952
